record_id,year,session_type,quarter,date,player_id,course_id,time_seconds
R000077,1,practice,1,2021/3/15,P10,C5,70.391
R000078,1,practice,1,2021/3/15,P10,C6,111.39
R000079,1,practice,1,2021/3/15,P10,C7,139.967
R000080,1,practice,1,2021/3/15,P10,C8,127.87
R000081,1,practice,1,2021/3/15,P11,C1,94.972
R000082,1,practice,1,2021/3/15,P11,C2,124.84
R000083,1,practice,1,2021/3/15,P11,C3,139.375
R000084,1,practice,1,2021/3/15,P11,C4,114.124
R000085,1,practice,1,2021/3/15,P11,C5,84.738
R000086,1,practice,1,2021/3/15,P11,C6,133.712
R000087,1,practice,1,2021/3/15,P11,C7,170.308
R000088,1,practice,1,2021/3/15,P11,C8,150.289
R000089,1,practice,1,2021/3/15,P12,C1,90.67
R000090,1,practice,1,2021/3/15,P12,C2,114.305
R000091,1,practice,1,2021/3/15,P12,C3,132.55
R000092,1,practice,1,2021/3/15,P12,C4,104.312
R000093,1,practice,1,2021/3/15,P12,C5,78.049
R000094,1,practice,1,2021/3/15,P12,C6,123.385
R000095,1,practice,1,2021/3/15,P12,C7,157.511
R000096,1,practice,1,2021/3/15,P12,C8,139.711
R000097,1,practice,1,2021/3/15,P13,C1,83.231
R000098,1,practice,1,2021/3/15,P13,C2,107.56
R000099,1,practice,1,2021/3/15,P13,C3,124.237
R000100,1,practice,1,2021/3/15,P13,C4,99.103
R000101,1,practice,1,2021/3/15,P13,C5,74.846
R000102,1,practice,1,2021/3/15,P13,C6,117.263
R000103,1,practice,1,2021/3/15,P13,C7,153.992
R000104,1,practice,1,2021/3/15,P13,C8,132.607
R000105,1,practice,1,2021/3/15,P14,C1,92.846
R000106,1,practice,1,2021/3/15,P14,C2,123.719
R000107,1,practice,1,2021/3/15,P14,C3,138.305
R000108,1,practice,1,2021/3/15,P14,C4,114.509
R000109,1,practice,1,2021/3/15,P14,C5,83.397
R000110,1,practice,1,2021/3/15,P14,C6,131.337
R000111,1,practice,1,2021/3/15,P14,C7,167.267
R000112,1,practice,1,2021/3/15,P14,C8,149.058
R000113,1,practice,1,2021/3/15,P15,C1,78.353
R000114,1,practice,1,2021/3/15,P15,C2,103.081
R000115,1,practice,1,2021/3/15,P15,C3,119.448
R000116,1,practice,1,2021/3/15,P15,C4,95.271
R000117,1,practice,1,2021/3/15,P15,C5,75.083
R000118,1,practice,1,2021/3/15,P15,C6,111.432
R000119,1,practice,1,2021/3/15,P15,C7,141.254
R000120,1,practice,1,2021/3/15,P15,C8,127.49
R000121,1,practice,1,2021/3/15,P16,C1,89.667
R000122,1,practice,1,2021/3/15,P16,C2,111.125
R000123,1,practice,1,2021/3/15,P16,C3,130.49
R000124,1,practice,1,2021/3/15,P16,C4,106.843
R000125,1,practice,1,2021/3/15,P16,C5,76.411
R000126,1,practice,1,2021/3/15,P16,C6,124.416
R000127,1,practice,1,2021/3/15,P16,C7,156.223
R000128,1,practice,1,2021/3/15,P16,C8,136.91
R000129,1,practice,1,2021/3/15,P17,C1,95.072
R000130,1,practice,1,2021/3/15,P17,C2,118.888
R000131,1,practice,1,2021/3/15,P17,C3,135.962
R000132,1,practice,1,2021/3/15,P17,C4,111.447
R000133,1,practice,1,2021/3/15,P17,C5,81.035
R000134,1,practice,1,2021/3/15,P17,C6,129.406
R000135,1,practice,1,2021/3/15,P17,C7,165.577
R000136,1,practice,1,2021/3/15,P17,C8,146.247
R000137,1,practice,1,2021/3/15,P18,C1,77.963
R000138,1,practice,1,2021/3/15,P18,C2,103.299
R000139,1,practice,1,2021/3/15,P18,C3,119.17
R000140,1,practice,1,2021/3/15,P18,C4,95.586
R000141,1,practice,1,2021/3/15,P18,C5,70.29
R000142,1,practice,1,2021/3/15,P18,C6,110.602
R000143,1,practice,1,2021/3/15,P18,C7,141.386
R000144,1,practice,1,2021/3/15,P18,C8,127.154
R000145,1,practice,1,2021/3/15,P19,C1,92.305
R000146,1,practice,1,2021/3/15,P19,C2,112.763
R000147,1,practice,1,2021/3/15,P19,C3,132.36
R000148,1,practice,1,2021/3/15,P19,C4,105.801
R000149,1,practice,1,2021/3/15,P19,C5,82.828
R000150,1,practice,1,2021/3/15,P19,C6,122.951
R000151,1,practice,1,2021/3/15,P19,C7,157.99
R000152,1,practice,1,2021/3/15,P19,C8,142.773
R000153,1,practice,1,2021/3/15,P20,C1,85.181
R000154,1,practice,1,2021/3/15,P20,C2,110.943
R000155,1,practice,1,2021/3/15,P20,C3,126.31
R000156,1,practice,1,2021/3/15,P20,C4,101.44
R000157,1,practice,1,2021/3/15,P20,C5,76.773
R000158,1,practice,1,2021/3/15,P20,C6,119.241
R000159,1,practice,1,2021/3/15,P20,C7,152.468
R000160,1,practice,1,2021/3/15,P20,C8,135.208
R000161,1,practice,2,2021/6/15,P01,C1,93.283
R000162,1,practice,2,2021/6/15,P01,C2,118.171
R000163,1,practice,2,2021/6/15,P01,C3,131.967
R000164,1,practice,2,2021/6/15,P01,C4,105.518
R000165,1,practice,2,2021/6/15,P01,C5,78.322
R000166,1,practice,2,2021/6/15,P01,C6,128.084
R000167,1,practice,2,2021/6/15,P01,C7,164.239
R000168,1,practice,2,2021/6/15,P01,C8,141.834
R000169,1,practice,2,2021/6/15,P02,C1,84.695
R000170,1,practice,2,2021/6/15,P02,C2,112.864
R000171,1,practice,2,2021/6/15,P02,C3,125.439
R000172,1,practice,2,2021/6/15,P02,C4,100.5
R000173,1,practice,2,2021/6/15,P02,C5,76.016
R000174,1,practice,2,2021/6/15,P02,C6,118.438
R000175,1,practice,2,2021/6/15,P02,C7,151.315
R000176,1,practice,2,2021/6/15,P02,C8,134.2
R000177,1,practice,2,2021/6/15,P03,C1,91.334
R000178,1,practice,2,2021/6/15,P03,C2,113.319
R000179,1,practice,2,2021/6/15,P03,C3,130.54
R000180,1,practice,2,2021/6/15,P03,C4,108.214
R000181,1,practice,2,2021/6/15,P03,C5,82.766
R000182,1,practice,2,2021/6/15,P03,C6,126.779
R000183,1,practice,2,2021/6/15,P03,C7,165.492
R000184,1,practice,2,2021/6/15,P03,C8,140.796
R000185,1,practice,2,2021/6/15,P04,C1,84.261
R000186,1,practice,2,2021/6/15,P04,C2,112.043
R000187,1,practice,2,2021/6/15,P04,C3,127.259
R000188,1,practice,2,2021/6/15,P04,C4,103.724
R000189,1,practice,2,2021/6/15,P04,C5,77.476
R000190,1,practice,2,2021/6/15,P04,C6,119.965
R000191,1,practice,2,2021/6/15,P04,C7,154.009
R000192,1,practice,2,2021/6/15,P04,C8,137.81
R000193,1,practice,2,2021/6/15,P05,C1,93.022
R000194,1,practice,2,2021/6/15,P05,C2,113.591
R000195,1,practice,2,2021/6/15,P05,C3,129.951
R000196,1,practice,2,2021/6/15,P05,C4,109.417
R000197,1,practice,2,2021/6/15,P05,C5,82.585
R000198,1,practice,2,2021/6/15,P05,C6,127.482
R000199,1,practice,2,2021/6/15,P05,C7,162.759
R000200,1,practice,2,2021/6/15,P05,C8,140.957
R000201,1,practice,2,2021/6/15,P06,C1,83.661
R000202,1,practice,2,2021/6/15,P06,C2,109.436
R000203,1,practice,2,2021/6/15,P06,C3,124.374
R000204,1,practice,2,2021/6/15,P06,C4,99.436
R000205,1,practice,2,2021/6/15,P06,C5,75.364
R000206,1,practice,2,2021/6/15,P06,C6,117.669
R000207,1,practice,2,2021/6/15,P06,C7,150.617
R000208,1,practice,2,2021/6/15,P06,C8,133.874
R000209,1,practice,2,2021/6/15,P07,C1,89.892
R000210,1,practice,2,2021/6/15,P07,C2,108.444
R000211,1,practice,2,2021/6/15,P07,C3,125.283
R000212,1,practice,2,2021/6/15,P07,C4,101.7
R000213,1,practice,2,2021/6/15,P07,C5,74.695
R000214,1,practice,2,2021/6/15,P07,C6,120.681
R000215,1,practice,2,2021/6/15,P07,C7,153.372
R000216,1,practice,2,2021/6/15,P07,C8,137.108
R000217,1,practice,2,2021/6/15,P08,C1,92.03
R000218,1,practice,2,2021/6/15,P08,C2,120.723
R000219,1,practice,2,2021/6/15,P08,C3,137.395
R000220,1,practice,2,2021/6/15,P08,C4,112.007
R000221,1,practice,2,2021/6/15,P08,C5,83.716
R000222,1,practice,2,2021/6/15,P08,C6,130.673
R000223,1,practice,2,2021/6/15,P08,C7,166.122
R000224,1,practice,2,2021/6/15,P08,C8,147.236
R000225,1,practice,2,2021/6/15,P09,C1,85.234
R000226,1,practice,2,2021/6/15,P09,C2,104.966
R000227,1,practice,2,2021/6/15,P09,C3,121.444
R000228,1,practice,2,2021/6/15,P09,C4,97.761
R000229,1,practice,2,2021/6/15,P09,C5,72.254
R000230,1,practice,2,2021/6/15,P09,C6,112.67
R000231,1,practice,2,2021/6/15,P09,C7,144.103
R000232,1,practice,2,2021/6/15,P09,C8,130.336
R000233,1,practice,2,2021/6/15,P10,C1,77.903
R000234,1,practice,2,2021/6/15,P10,C2,102.738
R000235,1,practice,2,2021/6/15,P10,C3,118.749
R000236,1,practice,2,2021/6/15,P10,C4,95.219
R000237,1,practice,2,2021/6/15,P10,C5,74.723
R000238,1,practice,2,2021/6/15,P10,C6,110.31
R000239,1,practice,2,2021/6/15,P10,C7,141.349
R000240,1,practice,2,2021/6/15,P10,C8,127.348
R000241,1,practice,2,2021/6/15,P11,C1,90.82
R000242,1,practice,2,2021/6/15,P11,C2,123.976
R000243,1,practice,2,2021/6/15,P11,C3,138.981
R000244,1,practice,2,2021/6/15,P11,C4,111.63
R000245,1,practice,2,2021/6/15,P11,C5,82.609
R000246,1,practice,2,2021/6/15,P11,C6,131.272
R000247,1,practice,2,2021/6/15,P11,C7,167.062
R000248,1,practice,2,2021/6/15,P11,C8,148.752
R000249,1,practice,2,2021/6/15,P12,C1,86.302
R000250,1,practice,2,2021/6/15,P12,C2,106.784
R000251,1,practice,2,2021/6/15,P12,C3,124.721
R000252,1,practice,2,2021/6/15,P12,C4,97.66
R000253,1,practice,2,2021/6/15,P12,C5,72.685
R000254,1,practice,2,2021/6/15,P12,C6,116.058
R000255,1,practice,2,2021/6/15,P12,C7,147.327
R000256,1,practice,2,2021/6/15,P12,C8,132.619
R000257,1,practice,2,2021/6/15,P13,C1,83.298
R000258,1,practice,2,2021/6/15,P13,C2,109.952
R000259,1,practice,2,2021/6/15,P13,C3,123.677
R000260,1,practice,2,2021/6/15,P13,C4,100.422
R000261,1,practice,2,2021/6/15,P13,C5,74.693
R000262,1,practice,2,2021/6/15,P13,C6,116.564
R000263,1,practice,2,2021/6/15,P13,C7,148.001
R000264,1,practice,2,2021/6/15,P13,C8,132.615
R000265,1,practice,2,2021/6/15,P14,C1,92.525
R000266,1,practice,2,2021/6/15,P14,C2,123.684
R000267,1,practice,2,2021/6/15,P14,C3,137.558
R000268,1,practice,2,2021/6/15,P14,C4,111.381
R000269,1,practice,2,2021/6/15,P14,C5,82.441
R000270,1,practice,2,2021/6/15,P14,C6,131.632
R000271,1,practice,2,2021/6/15,P14,C7,166.929
R000272,1,practice,2,2021/6/15,P14,C8,148.567
R000273,1,practice,2,2021/6/15,P15,C1,78.483
R000274,1,practice,2,2021/6/15,P15,C2,102.889
R000275,1,practice,2,2021/6/15,P15,C3,120.143
R000276,1,practice,2,2021/6/15,P15,C4,95.534
R000277,1,practice,2,2021/6/15,P15,C5,72.257
R000278,1,practice,2,2021/6/15,P15,C6,110.779
R000279,1,practice,2,2021/6/15,P15,C7,140.92
R000280,1,practice,2,2021/6/15,P15,C8,127.962
R000281,1,practice,2,2021/6/15,P16,C1,88.192
R000282,1,practice,2,2021/6/15,P16,C2,106.824
R000283,1,practice,2,2021/6/15,P16,C3,125.641
R000284,1,practice,2,2021/6/15,P16,C4,101.173
R000285,1,practice,2,2021/6/15,P16,C5,73.82
R000286,1,practice,2,2021/6/15,P16,C6,122.266
R000287,1,practice,2,2021/6/15,P16,C7,148.182
R000288,1,practice,2,2021/6/15,P16,C8,133.722
R000289,1,practice,2,2021/6/15,P17,C1,93.181
R000290,1,practice,2,2021/6/15,P17,C2,120.138
R000291,1,practice,2,2021/6/15,P17,C3,137.002
R000292,1,practice,2,2021/6/15,P17,C4,112.156
R000293,1,practice,2,2021/6/15,P17,C5,82.97
R000294,1,practice,2,2021/6/15,P17,C6,131.169
R000295,1,practice,2,2021/6/15,P17,C7,172.208
R000296,1,practice,2,2021/6/15,P17,C8,148.119
R000297,1,practice,2,2021/6/15,P18,C1,84.644
R000298,1,practice,2,2021/6/15,P18,C2,102.973
R000299,1,practice,2,2021/6/15,P18,C3,118.97
R000300,1,practice,2,2021/6/15,P18,C4,94.789
R000301,1,practice,2,2021/6/15,P18,C5,70.248
R000302,1,practice,2,2021/6/15,P18,C6,110.263
R000303,1,practice,2,2021/6/15,P18,C7,141.085
R000304,1,practice,2,2021/6/15,P18,C8,127.141
R000305,1,practice,2,2021/6/15,P19,C1,86.919
R000306,1,practice,2,2021/6/15,P19,C2,113.619
R000307,1,practice,2,2021/6/15,P19,C3,130.511
R000308,1,practice,2,2021/6/15,P19,C4,110.216
R000309,1,practice,2,2021/6/15,P19,C5,83.794
R000310,1,practice,2,2021/6/15,P19,C6,128.518
R000311,1,practice,2,2021/6/15,P19,C7,157.59
R000312,1,practice,2,2021/6/15,P19,C8,141.658
R000313,1,practice,2,2021/6/15,P20,C1,84.602
R000314,1,practice,2,2021/6/15,P20,C2,110.991
R000315,1,practice,2,2021/6/15,P20,C3,125.748
R000316,1,practice,2,2021/6/15,P20,C4,102.354
R000317,1,practice,2,2021/6/15,P20,C5,76.348
R000318,1,practice,2,2021/6/15,P20,C6,119.537
R000319,1,practice,2,2021/6/15,P20,C7,153.209
R000320,1,practice,2,2021/6/15,P20,C8,135.081
R000321,1,practice,3,2021/9/15,P01,C1,90.655
R000322,1,practice,3,2021/9/15,P01,C2,112.649
R000323,1,practice,3,2021/9/15,P01,C3,130.83
R000324,1,practice,3,2021/9/15,P01,C4,109.173
R000325,1,practice,3,2021/9/15,P01,C5,76.312
R000326,1,practice,3,2021/9/15,P01,C6,125.585
R000327,1,practice,3,2021/9/15,P01,C7,161.252
R000328,1,practice,3,2021/9/15,P01,C8,139.224
R000329,1,practice,3,2021/9/15,P02,C1,84.826
R000330,1,practice,3,2021/9/15,P02,C2,108.64
R000331,1,practice,3,2021/9/15,P02,C3,125.194
R000332,1,practice,3,2021/9/15,P02,C4,100.524
R000333,1,practice,3,2021/9/15,P02,C5,76.107
R000334,1,practice,3,2021/9/15,P02,C6,119.02
R000335,1,practice,3,2021/9/15,P02,C7,151.11
R000336,1,practice,3,2021/9/15,P02,C8,134.29
R000337,1,practice,3,2021/9/15,P03,C1,85.914
R000338,1,practice,3,2021/9/15,P03,C2,112.904
R000339,1,practice,3,2021/9/15,P03,C3,131.404
R000340,1,practice,3,2021/9/15,P03,C4,109.313
R000341,1,practice,3,2021/9/15,P03,C5,78.56
R000342,1,practice,3,2021/9/15,P03,C6,127.559
R000343,1,practice,3,2021/9/15,P03,C7,155.082
R000344,1,practice,3,2021/9/15,P03,C8,139.946
R000345,1,practice,3,2021/9/15,P04,C1,88.295
R000346,1,practice,3,2021/9/15,P04,C2,112.546
R000347,1,practice,3,2021/9/15,P04,C3,130.917
R000348,1,practice,3,2021/9/15,P04,C4,104.703
R000349,1,practice,3,2021/9/15,P04,C5,82.046
R000350,1,practice,3,2021/9/15,P04,C6,125.112
R000351,1,practice,3,2021/9/15,P04,C7,154.958
R000352,1,practice,3,2021/9/15,P04,C8,140.997
R000353,1,practice,3,2021/9/15,P05,C1,84.698
R000354,1,practice,3,2021/9/15,P05,C2,111.953
R000355,1,practice,3,2021/9/15,P05,C3,129.234
R000356,1,practice,3,2021/9/15,P05,C4,103.926
R000357,1,practice,3,2021/9/15,P05,C5,77.545
R000358,1,practice,3,2021/9/15,P05,C6,127.306
R000359,1,practice,3,2021/9/15,P05,C7,162.426
R000360,1,practice,3,2021/9/15,P05,C8,139.71
R000361,1,practice,3,2021/9/15,P06,C1,85.644
R000362,1,practice,3,2021/9/15,P06,C2,107.878
R000363,1,practice,3,2021/9/15,P06,C3,124.766
R000364,1,practice,3,2021/9/15,P06,C4,99.796
R000365,1,practice,3,2021/9/15,P06,C5,77.863
R000366,1,practice,3,2021/9/15,P06,C6,120.7
R000367,1,practice,3,2021/9/15,P06,C7,150.332
R000368,1,practice,3,2021/9/15,P06,C8,133.905
R000369,1,practice,3,2021/9/15,P07,C1,83.745
R000370,1,practice,3,2021/9/15,P07,C2,110.597
R000371,1,practice,3,2021/9/15,P07,C3,128.609
R000372,1,practice,3,2021/9/15,P07,C4,101.936
R000373,1,practice,3,2021/9/15,P07,C5,77.417
R000374,1,practice,3,2021/9/15,P07,C6,121.132
R000375,1,practice,3,2021/9/15,P07,C7,152.183
R000376,1,practice,3,2021/9/15,P07,C8,136.098
R000377,1,practice,3,2021/9/15,P08,C1,92.105
R000378,1,practice,3,2021/9/15,P08,C2,120.764
R000379,1,practice,3,2021/9/15,P08,C3,137.754
R000380,1,practice,3,2021/9/15,P08,C4,114.79
R000381,1,practice,3,2021/9/15,P08,C5,82.763
R000382,1,practice,3,2021/9/15,P08,C6,128.967
R000383,1,practice,3,2021/9/15,P08,C7,166.992
R000384,1,practice,3,2021/9/15,P08,C8,147.243
R000385,1,practice,3,2021/9/15,P09,C1,79.592
R000386,1,practice,3,2021/9/15,P09,C2,105.246
R000387,1,practice,3,2021/9/15,P09,C3,121.515
R000388,1,practice,3,2021/9/15,P09,C4,97.053
R000389,1,practice,3,2021/9/15,P09,C5,72.471
R000390,1,practice,3,2021/9/15,P09,C6,112.692
R000391,1,practice,3,2021/9/15,P09,C7,146.658
R000392,1,practice,3,2021/9/15,P09,C8,129.984
R000393,1,practice,3,2021/9/15,P10,C1,77.702
R000394,1,practice,3,2021/9/15,P10,C2,102.181
R000395,1,practice,3,2021/9/15,P10,C3,118.073
R000396,1,practice,3,2021/9/15,P10,C4,94.92
R000397,1,practice,3,2021/9/15,P10,C5,69.917
R000398,1,practice,3,2021/9/15,P10,C6,109.994
R000399,1,practice,3,2021/9/15,P10,C7,143.333
R000400,1,practice,3,2021/9/15,P10,C8,126.894
R000401,1,practice,3,2021/9/15,P11,C1,93.854
R000402,1,practice,3,2021/9/15,P11,C2,122.633
R000403,1,practice,3,2021/9/15,P11,C3,140.222
R000404,1,practice,3,2021/9/15,P11,C4,112.787
R000405,1,practice,3,2021/9/15,P11,C5,84.633
R000406,1,practice,3,2021/9/15,P11,C6,132.451
R000407,1,practice,3,2021/9/15,P11,C7,168.675
R000408,1,practice,3,2021/9/15,P11,C8,150.024
R000409,1,practice,3,2021/9/15,P12,C1,79.301
R000410,1,practice,3,2021/9/15,P12,C2,104.941
R000411,1,practice,3,2021/9/15,P12,C3,122.062
R000412,1,practice,3,2021/9/15,P12,C4,95.553
R000413,1,practice,3,2021/9/15,P12,C5,70.129
R000414,1,practice,3,2021/9/15,P12,C6,113.381
R000415,1,practice,3,2021/9/15,P12,C7,146.729
R000416,1,practice,3,2021/9/15,P12,C8,129.65
R000417,1,practice,3,2021/9/15,P13,C1,83.195
R000418,1,practice,3,2021/9/15,P13,C2,111.098
R000419,1,practice,3,2021/9/15,P13,C3,123.172
R000420,1,practice,3,2021/9/15,P13,C4,98.717
R000421,1,practice,3,2021/9/15,P13,C5,73.191
R000422,1,practice,3,2021/9/15,P13,C6,117.58
R000423,1,practice,3,2021/9/15,P13,C7,149.436
R000424,1,practice,3,2021/9/15,P13,C8,132.597
R000425,1,practice,3,2021/9/15,P14,C1,94.321
R000426,1,practice,3,2021/9/15,P14,C2,123.849
R000427,1,practice,3,2021/9/15,P14,C3,139.245
R000428,1,practice,3,2021/9/15,P14,C4,112.199
R000429,1,practice,3,2021/9/15,P14,C5,84.373
R000430,1,practice,3,2021/9/15,P14,C6,132.095
R000431,1,practice,3,2021/9/15,P14,C7,168.696
R000432,1,practice,3,2021/9/15,P14,C8,148.822
R000433,1,practice,3,2021/9/15,P15,C1,78.453
R000434,1,practice,3,2021/9/15,P15,C2,103.231
R000435,1,practice,3,2021/9/15,P15,C3,119.226
R000436,1,practice,3,2021/9/15,P15,C4,95.297
R000437,1,practice,3,2021/9/15,P15,C5,70.412
R000438,1,practice,3,2021/9/15,P15,C6,112.465
R000439,1,practice,3,2021/9/15,P15,C7,141.091
R000440,1,practice,3,2021/9/15,P15,C8,127.999
R000441,1,practice,3,2021/9/15,P16,C1,85.477
R000442,1,practice,3,2021/9/15,P16,C2,109.927
R000443,1,practice,3,2021/9/15,P16,C3,126.863
R000444,1,practice,3,2021/9/15,P16,C4,100.838
R000445,1,practice,3,2021/9/15,P16,C5,76.075
R000446,1,practice,3,2021/9/15,P16,C6,115.921
R000447,1,practice,3,2021/9/15,P16,C7,149.44
R000448,1,practice,3,2021/9/15,P16,C8,136.466
R000449,1,practice,3,2021/9/15,P17,C1,91.71
R000450,1,practice,3,2021/9/15,P17,C2,119.422
R000451,1,practice,3,2021/9/15,P17,C3,136.71
R000452,1,practice,3,2021/9/15,P17,C4,112.898
R000453,1,practice,3,2021/9/15,P17,C5,81.366
R000454,1,practice,3,2021/9/15,P17,C6,129.091
R000455,1,practice,3,2021/9/15,P17,C7,165.46
R000456,1,practice,3,2021/9/15,P17,C8,146.875
R000457,1,practice,3,2021/9/15,P18,C1,78.516
R000458,1,practice,3,2021/9/15,P18,C2,102.909
R000459,1,practice,3,2021/9/15,P18,C3,119.395
R000460,1,practice,3,2021/9/15,P18,C4,95.535
R000461,1,practice,3,2021/9/15,P18,C5,70.557
R000462,1,practice,3,2021/9/15,P18,C6,112.859
R000463,1,practice,3,2021/9/15,P18,C7,141.677
R000464,1,practice,3,2021/9/15,P18,C8,128.164
R000465,1,practice,3,2021/9/15,P19,C1,92.695
R000466,1,practice,3,2021/9/15,P19,C2,113.081
R000467,1,practice,3,2021/9/15,P19,C3,131.401
R000468,1,practice,3,2021/9/15,P19,C4,106.983
R000469,1,practice,3,2021/9/15,P19,C5,76.528
R000470,1,practice,3,2021/9/15,P19,C6,120.426
R000471,1,practice,3,2021/9/15,P19,C7,164.473
R000472,1,practice,3,2021/9/15,P19,C8,141.622
R000473,1,practice,3,2021/9/15,P20,C1,85.325
R000474,1,practice,3,2021/9/15,P20,C2,109.19
R000475,1,practice,3,2021/9/15,P20,C3,126.157
R000476,1,practice,3,2021/9/15,P20,C4,102.83
R000477,1,practice,3,2021/9/15,P20,C5,76.289
R000478,1,practice,3,2021/9/15,P20,C6,119.238
R000479,1,practice,3,2021/9/15,P20,C7,152.848
R000480,1,practice,3,2021/9/15,P20,C8,135.327
R000481,1,practice,4,2021/12/15,P01,C1,85.668
R000482,1,practice,4,2021/12/15,P01,C2,115.711
R000483,1,practice,4,2021/12/15,P01,C3,129.356
R000484,1,practice,4,2021/12/15,P01,C4,107.816
R000485,1,practice,4,2021/12/15,P01,C5,75.703
R000486,1,practice,4,2021/12/15,P01,C6,122.156
R000487,1,practice,4,2021/12/15,P01,C7,154.336
R000488,1,practice,4,2021/12/15,P01,C8,139.083
R000489,1,practice,4,2021/12/15,P02,C1,84.385
R000490,1,practice,4,2021/12/15,P02,C2,108.615
R000491,1,practice,4,2021/12/15,P02,C3,125.17
R000492,1,practice,4,2021/12/15,P02,C4,100.375
R000493,1,practice,4,2021/12/15,P02,C5,75.817
R000494,1,practice,4,2021/12/15,P02,C6,118.089
R000495,1,practice,4,2021/12/15,P02,C7,152.807
R000496,1,practice,4,2021/12/15,P02,C8,134.369
R000497,1,practice,4,2021/12/15,P03,C1,92.767
