date_ym,emp_01,emp_02,emp_03,emp_04,emp_05,emp_06,emp_07,emp_08,emp_09,emp_10,emp_11,emp_12
2024/10/23,2.9,0.0,0.8,0.0,0.8,0.0,0.0,1.0,0.6,0.7,0.0,0.0
2024/10/24,2.6,0.0,0.9,0.0,0.8,0.0,0.0,0.7,1.0,0.7,0.0,0.0
2024/10/25,1.1,0.0,0.6,0.7,0.6,0.0,0.0,0.0,0.9,0.9,0.0,0.0
2024/10/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/10/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/10/28,2.1,0.0,0.6,0.6,0.8,0.0,0.7,0.5,0.0,0.7,0.0,0.0
2024/10/29,1.2,0.0,0.6,0.7,0.7,0.0,0.0,0.4,0.0,0.4,0.0,0.0
2024/10/30,1.6,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0
2024/10/31,0.0,0.0,0.8,0.7,0.9,0.0,0.0,0.6,0.8,0.0,0.0,0.0
2024/11/1,2.2,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.0
2024/11/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/5,2.0,0.0,0.8,0.6,0.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0
2024/11/6,0.0,0.0,0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2024/11/7,0.0,0.0,0.6,0.4,0.7,0.0,0.0,0.7,0.4,0.0,0.0,0.0
2024/11/8,1.5,0.0,0.7,0.5,0.5,0.0,0.0,0.4,0.3,0.4,0.0,0.0
2024/11/9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/11,1.4,0.0,0.7,0.7,0.8,0.0,0.0,0.7,0.6,0.0,0.0,0.0
2024/11/12,0.0,0.0,0.7,0.0,0.6,0.0,0.0,0.4,0.3,0.0,0.0,0.0
2024/11/13,1.1,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.7,0.7,0.0,0.0
2024/11/14,0.0,0.0,0.8,0.8,0.8,0.0,0.0,0.6,0.5,0.4,0.0,0.0
2024/11/15,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.7,0.6,0.0,0.0,0.0
2024/11/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/18,1.3,0.0,0.6,0.6,0.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0
2024/11/19,1.1,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2024/11/20,1.9,0.0,0.6,0.4,0.4,0.0,0.0,0.0,0.3,0.4,0.0,0.0
2024/11/21,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/22,1.4,0.0,0.6,0.5,0.7,0.0,0.0,0.8,0.3,0.5,0.0,0.0
2024/11/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/25,1.7,0.0,0.7,0.5,0.6,0.0,0.0,0.5,0.0,0.4,0.0,0.0
2024/11/26,1.6,0.0,0.6,0.3,0.4,0.0,0.0,0.3,0.0,0.2,0.0,0.0
2024/11/27,1.1,0.0,0.8,0.6,0.7,0.0,0.0,0.5,0.6,0.5,0.0,0.0
2024/11/28,2.1,0.0,0.6,0.4,0.6,0.0,0.6,0.7,0.4,0.5,0.0,0.0
2024/11/29,1.1,0.0,0.5,0.6,0.5,0.0,0.0,0.4,0.7,0.6,0.0,0.0
2024/11/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/2,1.6,0.0,0.6,0.6,0.4,0.0,0.0,0.4,0.0,0.6,0.0,0.0
2024/12/3,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0
2024/12/4,1.7,0.0,0.7,0.7,0.7,0.0,0.0,0.6,0.4,0.5,0.0,0.0
2024/12/5,1.7,0.0,0.5,0.4,0.6,0.0,0.0,0.6,0.6,0.4,0.0,0.0
2024/12/6,2.1,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4,0.0,0.0
2024/12/7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/9,0.0,0.0,0.4,0.4,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2024/12/10,1.9,0.0,0.6,0.6,0.5,0.0,0.0,0.4,0.4,0.5,0.0,0.0
2024/12/11,1.5,0.0,0.6,0.3,0.5,0.0,0.0,0.4,0.4,0.3,0.0,0.0
2024/12/12,0.6,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.4,0.3,0.0,0.0
2024/12/13,1.2,0.0,0.4,0.4,0.5,0.0,0.0,0.3,0.4,0.4,0.0,0.0
2024/12/14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16,1.6,0.0,0.6,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2024/12/17,1.5,0.0,0.5,0.0,0.6,0.0,0.0,0.4,0.5,0.0,0.0,0.0
2024/12/18,1.5,0.0,0.3,0.0,0.3,0.0,0.0,0.4,0.4,0.4,0.0,0.0
2024/12/19,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.4,0.3,0.0,0.0
2024/12/20,1.4,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.4,0.5,0.0,0.0
2024/12/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/23,1.4,0.0,0.5,0.4,0.4,0.0,0.0,0.5,0.5,0.3,0.0,0.0
2024/12/24,0.0,0.0,0.5,0.4,0.5,0.0,0.0,0.3,0.0,0.4,0.0,0.0
2024/12/25,0.0,0.0,0.5,0.4,0.4,0.0,0.0,0.5,0.4,0.3,0.0,0.0
2024/12/26,0.0,0.0,0.5,0.7,0.6,0.0,0.0,0.5,0.6,0.0,0.0,0.0
2024/12/27,0.9,0.0,0.5,0.3,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0
2024/12/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/6,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2025/1/7,1.7,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2025/1/8,1.3,0.0,0.5,0.5,0.4,0.0,0.5,0.0,0.4,0.0,0.0,0.0
2025/1/9,0.0,0.0,0.6,0.4,0.5,0.0,0.0,0.4,0.0,0.4,0.0,0.0
2025/1/10,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.3,0.3,0.0,0.0
2025/1/11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/14,2.1,0.0,0.4,0.2,0.4,0.0,0.0,0.4,0.4,0.4,0.0,0.0
2025/1/15,0.8,0.0,0.5,0.0,0.6,0.0,0.6,0.3,0.6,0.3,0.0,0.0
2025/1/16,0.9,0.0,0.4,0.4,0.4,0.0,0.0,0.3,0.2,0.4,0.0,0.0
2025/1/17,1.4,0.0,0.5,0.0,0.5,0.0,0.0,0.4,0.3,0.4,0.0,0.0
2025/1/18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/20,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.6,0.5,0.4,0.0,0.0
2025/1/21,1.3,0.0,0.6,0.5,0.4,0.0,0.0,0.6,0.0,0.5,0.0,0.0
2025/1/22,2.0,0.0,0.6,0.0,0.6,0.5,0.0,0.0,0.5,0.4,0.0,0.0
2025/1/23,1.7,0.0,0.4,0.5,0.3,0.0,0.0,0.2,0.6,0.4,0.0,0.0
2025/1/24,0.0,0.0,0.6,0.5,0.6,0.0,0.0,0.3,0.6,0.3,0.0,0.0
2025/1/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/1/27,0.9,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.4,0.0,0.0,0.0
2025/1/28,1.7,0.0,0.5,0.0,0.6,0.0,0.0,0.4,0.4,0.5,0.0,0.0
2025/1/29,1.4,0.0,0.6,0.3,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0
2025/1/30,1.2,0.0,0.5,0.3,0.4,0.0,0.0,0.5,0.6,0.4,0.0,0.0
2025/1/31,1.2,0.0,0.5,0.5,0.5,0.0,0.0,0.3,0.0,0.3,0.0,0.0
2025/2/1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/3,0.0,0.0,0.4,0.5,0.4,0.0,0.0,0.0,0.4,0.3,0.0,0.0
2025/2/4,1.1,0.0,0.5,0.4,0.6,0.0,0.6,0.4,0.4,0.0,0.0,0.0
2025/2/5,1.1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0
2025/2/6,1.1,0.0,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/7,1.3,0.0,0.4,0.3,0.3,0.0,0.0,0.0,0.3,0.4,0.0,0.0
2025/2/8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/10,0.5,0.0,0.5,0.4,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2025/2/11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/12,0.0,0.0,0.5,0.4,0.5,0.0,0.0,0.3,0.3,0.0,0.0,0.0
2025/2/13,0.0,0.0,0.5,0.6,0.3,0.0,0.0,0.3,0.4,0.3,0.0,0.0
2025/2/14,1.6,0.0,0.5,0.3,0.4,0.0,0.0,0.3,0.4,0.0,0.0,0.0
2025/2/15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/17,1.5,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.6,0.4,0.0,0.0
2025/2/18,0.9,0.0,0.5,0.0,0.3,0.0,0.0,0.3,0.5,0.4,0.0,0.0
2025/2/19,1.0,0.0,0.4,0.6,0.4,0.5,0.0,0.0,0.4,0.0,0.0,0.0
2025/2/20,1.5,0.0,0.4,0.4,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2025/2/21,1.2,0.0,0.4,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2025/2/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/2/25,0.0,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2025/2/26,1.9,0.0,0.5,0.4,0.7,0.6,0.0,0.5,0.0,0.3,0.0,0.0
2025/2/27,0.0,0.0,0.5,0.3,0.4,0.0,0.0,0.0,0.7,0.5,0.0,0.0
2025/2/28,0.0,0.0,0.6,0.0,0.5,0.0,0.0,0.6,0.4,0.0,0.0,0.0
2025/3/1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/3,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.3,0.3,0.4,0.0,0.0
2025/3/4,1.2,0.0,0.4,0.4,0.3,0.0,0.0,0.4,0.5,0.3,0.0,0.0
2025/3/5,0.8,0.0,0.4,0.3,0.4,0.0,0.0,0.5,0.0,0.4,0.0,0.0
2025/3/6,1.5,0.0,0.6,0.6,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2025/3/7,1.1,0.0,0.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/10,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2025/3/11,0.0,0.0,0.5,0.6,0.6,0.0,0.0,0.4,0.6,0.0,0.0,0.0
2025/3/12,0.0,0.0,0.6,0.5,0.6,0.5,0.7,0.4,0.4,0.6,0.0,0.0
2025/3/13,2.1,0.0,0.7,0.5,0.5,0.0,0.0,0.8,0.7,0.5,0.0,0.0
2025/3/14,1.2,0.0,0.7,0.5,0.4,0.6,0.0,0.5,0.0,0.0,0.0,0.0
2025/3/15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/17,1.8,0.0,0.6,0.0,0.5,0.0,0.5,0.2,0.6,0.3,0.0,0.0
2025/3/18,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.3,0.0,0.0,0.0
2025/3/19,1.0,0.0,0.4,0.0,0.3,0.0,0.0,0.6,0.0,0.2,0.0,0.0
2025/3/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/21,0.0,0.0,0.6,0.5,0.5,0.0,0.0,0.5,0.4,0.4,0.0,0.0
2025/3/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/24,1.1,0.0,0.7,0.7,0.6,0.0,0.0,0.6,0.5,0.4,0.0,0.0
2025/3/25,2.5,0.0,0.8,0.6,0.0,0.7,0.0,0.5,0.0,0.5,0.0,0.0
2025/3/26,3.2,0.0,0.8,0.6,0.8,0.0,0.0,0.7,0.0,0.7,0.0,0.0
2025/3/27,2.7,0.0,0.7,0.8,0.8,0.0,0.0,0.7,0.5,0.5,0.0,0.0
2025/3/28,0.0,0.0,0.7,1.2,0.8,0.0,0.0,0.6,0.5,0.7,0.0,0.0
2025/3/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/3/31,1.7,0.0,0.5,0.3,0.4,0.4,0.0,0.4,0.3,0.4,0.0,0.0
2025/4/1,0.0,0.0,0.4,0.4,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0
2025/4/2,0.0,0.0,0.6,0.4,0.4,0.0,0.0,0.5,0.5,0.4,0.0,0.0
2025/4/3,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.6,0.7,0.0,0.0,0.0
2025/4/4,1.7,0.0,0.7,0.5,0.6,0.0,0.6,0.0,0.5,0.5,0.0,0.0
2025/4/5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/7,0.0,0.0,0.6,0.5,0.5,0.0,0.0,0.0,0.6,0.8,0.0,0.0
2025/4/8,1.4,0.0,0.6,0.0,0.7,0.7,0.0,0.6,0.4,0.0,0.0,0.0
2025/4/9,3.0,0.0,0.6,0.6,0.5,0.0,0.0,0.5,0.6,0.6,0.0,0.0
2025/4/10,0.0,0.0,0.7,0.8,0.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2025/4/11,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.8,0.4,0.0,0.0,0.0
2025/4/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/14,2.6,0.0,0.8,0.5,0.6,0.8,0.0,0.0,0.3,0.4,0.0,0.0
2025/4/15,2.2,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.5,0.7,0.0,0.0
2025/4/16,2.7,0.0,0.8,0.7,0.7,0.0,0.0,0.7,0.6,0.7,0.0,0.0
2025/4/17,3.4,0.0,0.7,0.5,0.6,0.0,0.0,0.7,0.0,0.7,0.0,0.0
2025/4/18,0.0,0.0,0.7,1.0,0.8,0.0,0.0,0.4,0.3,0.6,0.0,0.0
2025/4/19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/21,2.2,0.0,0.8,0.0,0.9,0.9,0.0,0.7,0.5,0.5,0.0,0.0
2025/4/22,2.3,0.0,0.6,0.7,0.9,0.0,0.0,0.0,0.7,0.8,0.0,0.0
2025/4/23,2.4,0.0,0.7,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/24,1.7,0.0,0.9,0.4,0.5,0.0,0.0,0.6,0.6,0.6,0.0,0.0
2025/4/25,0.0,0.0,0.7,0.7,0.4,0.0,0.0,0.5,0.8,0.5,0.0,0.0
2025/4/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/28,0.0,0.0,0.9,0.7,1.0,0.0,0.0,0.5,0.5,0.6,0.0,0.0
2025/4/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/4/30,1.4,0.0,0.7,0.0,0.6,0.0,0.0,0.6,0.7,0.0,0.0,0.0
2025/5/1,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.5,0.5,0.8,0.0,0.0
2025/5/2,0.0,0.0,0.7,0.0,0.4,0.0,0.0,0.8,0.6,0.6,0.0,0.0
2025/5/3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/7,2.7,0.0,0.7,0.0,0.8,0.0,0.0,0.6,0.0,0.7,0.0,0.0
2025/5/8,2.3,0.0,0.9,0.8,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0
2025/5/9,1.9,0.0,0.8,0.4,0.8,0.7,0.0,0.8,0.7,0.0,0.0,0.0
2025/5/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/12,1.5,0.0,0.8,0.0,0.6,0.0,0.0,0.6,0.4,0.4,0.0,0.0
2025/5/13,2.3,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.7,0.4,0.0,0.0
2025/5/14,3.0,0.0,0.8,0.6,0.9,0.0,0.0,0.0,0.7,0.7,0.0,0.0
2025/5/15,1.7,0.0,0.9,0.6,0.8,0.0,0.0,0.9,0.7,0.5,0.0,0.0
2025/5/16,1.4,0.0,0.8,0.4,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0
2025/5/17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/19,2.9,0.0,0.8,0.5,0.7,0.0,0.0,0.9,0.6,0.0,0.0,0.0
2025/5/20,1.7,0.0,0.9,0.7,1.2,0.0,0.0,1.0,0.7,0.0,0.0,0.0
2025/5/21,2.7,0.0,0.9,0.7,0.8,0.0,0.9,1.0,0.8,0.8,0.0,0.0
2025/5/22,2.6,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,0.7,0.0,0.0
2025/5/23,2.3,0.0,0.7,0.5,0.9,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2025/5/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/5/26,0.0,0.0,0.8,0.7,0.6,0.0,0.0,0.7,0.6,0.0,0.0,0.0
2025/5/27,1.3,0.0,0.7,0.6,0.7,0.0,0.0,0.7,0.4,0.7,0.0,0.0
2025/5/28,2.5,0.0,0.6,0.9,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0
2025/5/29,0.0,0.0,0.8,0.8,0.7,0.0,0.0,0.8,0.0,0.5,0.0,0.0
2025/5/30,2.3,0.0,0.7,0.5,0.8,0.0,0.0,0.7,0.0,0.6,0.0,0.0
2025/5/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/6/1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/6/2,2.0,0.0,0.7,0.0,1.0,0.0,0.7,0.7,0.6,0.6,0.0,0.0
2025/6/3,2.5,0.0,0.8,0.7,1.0,0.0,0.0,0.0,0.8,0.5,0.0,0.0
2025/6/4,0.0,0.0,0.0,0.7,0.0,0.9,0.0,0.0,0.6,0.8,0.0,0.0
2025/6/5,0.0,0.0,1.0,0.8,0.7,0.0,0.0,1.2,0.5,0.9,0.0,0.0
2025/6/6,1.9,0.0,0.9,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0
2025/6/7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/6/8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025/6/9,0.0,0.0,0.8,0.8,0.7,0.0,0.0,0.8,0.8,0.5,0.0,0.0
