date,frame,dayofweek,is_holiday,temp,weather,power_result,power_prediction,usage_rate,power_supply,sell_amount,buy_amount,contracted_amount,tokyo_price
2024/04/01,28,0,0,18.0,,3102,3127,0.85,3625,32457950,17961350,17257850,8.82
2024/04/01,29,0,0,18.3,,3030,3119,0.86,3516,30865900,17567600,16921750,8.79
2024/04/01,30,0,0,18.3,,3030,3119,0.86,3516,29383400,16733200,15903150,8.95
2024/04/01,31,0,0,18.6,sunny,3012,3101,0.85,3505,28708800,16082750,15488850,8.9
2024/04/01,32,0,0,18.6,,3012,3101,0.85,3505,26239000,16637750,15369250,8.95
2024/04/01,33,0,0,16.3,,3029,3045,0.86,3482,25515750,17448000,14893100,9.08
2024/04/01,34,0,0,16.3,,3029,3045,0.86,3482,23783750,17938650,14191700,9.84
2024/04/01,35,0,0,15.5,,3050,3071,0.86,3521,24813850,18028250,13950000,11.17
2024/04/01,36,0,0,15.5,,3050,3071,0.86,3521,23088050,18498800,13929150,15.0
2024/04/01,37,0,0,13.8,rain,3123,3125,0.85,3644,22508750,18574550,13667450,13.21
2024/04/01,38,0,0,13.8,,3123,3125,0.85,3644,22637450,18757700,13727450,15.99
2024/04/01,39,0,0,13.2,,3073,3109,0.85,3589,22703100,18738100,13698850,15.0
2024/04/01,40,0,0,13.2,,3073,3109,0.85,3589,22893300,18651600,13515750,12.85
2024/04/01,41,0,0,13.0,,2971,2991,0.83,3578,23015950,18269150,13210150,11.76
2024/04/01,42,0,0,13.0,,2971,2991,0.83,3578,23082650,18026850,13134750,11.56
2024/04/01,43,0,0,12.2,clear,2838,2852,0.78,3604,22965800,17751200,12756950,11.54
2024/04/01,44,0,0,12.2,,2838,2852,0.78,3604,21051750,16812650,12293450,10.05
2024/04/01,45,0,0,12.2,,2726,2709,0.73,3684,20925300,16652300,11959250,10.41
2024/04/01,46,0,0,12.2,,2726,2709,0.73,3684,20941600,16123250,11662650,9.73
2024/04/01,47,0,0,12.4,,2578,2559,0.7,3632,20183200,15646150,11358850,9.69
2024/04/01,48,0,0,12.4,,2578,2559,0.7,3632,19547050,14485650,10856450,9.57
2024/04/02,1,1,0,12.8,,2393,2395,0.89,2683,16696450,14351050,10635100,9.57
2024/04/02,2,1,0,12.8,,2393,2395,0.89,2683,17813500,14948350,10883850,9.5
2024/04/02,3,1,0,11.4,,2322,2319,0.88,2609,18563350,15213850,11048750,9.51
2024/04/02,4,1,0,11.4,,2322,2319,0.88,2609,18689500,15448400,11208900,9.62
2024/04/02,5,1,0,10.9,,2337,2325,0.9,2582,18771950,15690450,11437200,9.7
2024/04/02,6,1,0,10.9,,2337,2325,0.9,2582,18333000,16069050,11553050,10.32
2024/04/02,7,1,0,9.9,clear,2386,2370,0.91,2614,17914100,16150800,11691350,10.39
2024/04/02,8,1,0,9.9,,2386,2370,0.91,2614,17657350,16249050,11819650,10.45
2024/04/02,9,1,0,9.5,,2423,2427,0.9,2687,17404100,16391750,11893250,11.0
2024/04/02,10,1,0,9.5,,2423,2427,0.9,2687,17246900,16448700,11942800,11.19
2024/04/02,11,1,0,9.2,,2514,2513,0.9,2785,16662900,16599850,11795100,12.0
2024/04/02,12,1,0,9.2,,2514,2513,0.9,2785,16624700,16863450,11956550,12.47
2024/04/02,13,1,0,9.1,clear,2612,2658,0.88,2953,17471000,17076350,12117700,12.47
2024/04/02,14,1,0,9.1,,2612,2658,0.88,2953,18724350,17026900,12153050,10.61
2024/04/02,15,1,0,10.5,,2704,2846,0.86,3118,20841650,16745900,12458400,9.22
2024/04/02,16,1,0,10.5,,2704,2846,0.86,3118,23075900,16519900,13554250,8.72
2024/04/02,17,1,0,12.2,,2958,3057,0.88,3349,25812700,16765850,14700000,8.89
2024/04/02,18,1,0,12.2,,2958,3057,0.88,3349,27551400,17769500,16126450,8.82
2024/04/02,19,1,0,14.7,clear,3158,3207,0.88,3549,29255300,18796100,16986100,8.9
2024/04/02,20,1,0,14.7,,3158,3207,0.88,3549,30644850,19350850,17942300,8.79
2024/04/02,21,1,0,15.4,,3238,3240,0.86,3760,31709450,19711250,17918250,8.72
2024/04/02,22,1,0,15.4,,3238,3240,0.86,3760,32620150,19666950,18179700,8.56
2024/04/02,23,1,0,17.7,,3285,3253,0.85,3864,33353950,19567000,18508400,8.5
2024/04/02,24,1,0,17.7,,3285,3253,0.85,3864,34129100,19150850,18155900,8.38
2024/04/02,25,1,0,17.7,slightly_cloudy,3144,3135,0.83,3770,34873450,18126950,17353150,6.0
2024/04/02,26,1,0,17.7,,3144,3135,0.83,3770,34449300,17909250,17106600,8.31
2024/04/02,27,1,0,18.7,,3157,3192,0.87,3591,33446750,18317900,17401800,8.56
2024/04/02,28,1,0,18.7,,3157,3192,0.87,3591,32130900,18641900,17434150,8.69
2024/04/02,29,1,0,19.1,,3093,3133,0.89,3475,30317050,18266300,16821400,8.75
2024/04/02,30,1,0,19.1,,3093,3133,0.89,3475,28639100,17407150,16213600,8.91
2024/04/02,31,1,0,18.2,slightly_cloudy,3011,3106,0.86,3463,27394450,17017800,15603150,8.82
2024/04/02,32,1,0,18.2,,3011,3106,0.86,3463,25086200,17385100,14728550,8.95
2024/04/02,33,1,0,17.6,,3040,3084,0.87,3471,23814050,17681100,14325400,9.08
2024/04/02,34,1,0,17.6,,3040,3084,0.87,3471,21871650,18089000,13561700,9.7
2024/04/02,35,1,0,16.6,,3039,3045,0.87,3478,23669300,18126000,13507600,11.54
2024/04/02,36,1,0,16.6,,3039,3045,0.87,3478,22325700,18584100,13415350,14.35
2024/04/02,37,1,0,15.9,slightly_cloudy,3147,3135,0.86,3653,21900400,18548700,13376750,15.0
2024/04/02,38,1,0,15.9,,3147,3135,0.86,3653,22189300,18588550,13403150,14.41
2024/04/02,39,1,0,15.3,,3086,3098,0.82,3723,22358550,18451700,13417300,14.0
2024/04/02,40,1,0,15.3,,3086,3098,0.82,3723,22559200,18209350,13332950,12.89
2024/04/02,41,1,0,15.2,,2996,3006,0.81,3695,22438550,18250350,13183900,13.0
2024/04/02,42,1,0,15.2,,2996,3006,0.81,3695,22782450,18224700,13214800,12.43
2024/04/02,43,1,0,14.5,slightly_cloudy,2852,2852,0.76,3716,20814350,18299500,13112200,12.25
2024/04/02,44,1,0,14.5,,2852,2852,0.76,3716,20638150,17774450,12696900,11.94
2024/04/02,45,1,0,14.2,,2722,2720,0.72,3768,20686300,17286800,12194250,11.86
2024/04/02,46,1,0,14.2,,2722,2720,0.72,3768,20893550,16280000,11834650,10.07
2024/04/02,47,1,0,14.1,,2574,2574,0.7,3671,20175750,15524950,11554100,9.8
2024/04/02,48,1,0,14.1,,2574,2574,0.7,3671,19664350,14283500,11014500,9.76
2024/04/03,1,2,0,13.8,,2410,2391,0.89,2706,16888250,13734000,10640700,9.53
2024/04/03,2,2,0,13.8,,2410,2391,0.89,2706,18245600,14169950,10736450,9.36
2024/04/03,3,2,0,14.1,,2327,2306,0.86,2692,18907600,14395450,10930300,9.53
2024/04/03,4,2,0,14.1,,2327,2306,0.86,2692,19217200,14535550,10991050,9.14
2024/04/03,5,2,0,14.4,,2332,2329,0.87,2663,19308800,14829250,11269600,9.2
2024/04/03,6,2,0,14.4,,2332,2329,0.87,2663,18879400,15150150,11298200,9.25
2024/04/03,7,2,0,14.5,slightly_cloudy,2358,2365,0.88,2679,18477100,15536000,11599350,9.33
2024/04/03,8,2,0,14.5,,2358,2365,0.88,2679,18266000,15711500,11650300,9.62
2024/04/03,9,2,0,13.5,,2400,2399,0.87,2735,18034900,15482450,11696350,9.63
2024/04/03,10,2,0,13.5,,2400,2399,0.87,2735,17748100,15485150,11668850,9.35
2024/04/03,11,2,0,12.4,,2466,2452,0.88,2781,17069700,15688050,11503000,9.93
2024/04/03,12,2,0,12.4,,2466,2452,0.88,2781,17670400,15096500,11413950,9.32
2024/04/03,13,2,0,12.6,cloudy,2563,2606,0.86,2974,18464750,15187100,11396600,9.35
2024/04/03,14,2,0,12.6,,2563,2606,0.86,2974,18573100,15690950,11602750,9.35
2024/04/03,15,2,0,13.3,,2757,2810,0.86,3194,19364250,16465200,11663800,9.46
2024/04/03,16,2,0,13.3,,2757,2810,0.86,3194,19144850,17449450,12167800,10.0
2024/04/03,17,2,0,14.5,,3044,3088,0.89,3410,19601250,18542500,13149200,9.79
2024/04/03,18,2,0,14.5,,3044,3088,0.89,3410,19439950,19511800,13836350,10.67
2024/04/03,19,2,0,15.4,cloudy,3255,3282,0.89,3635,19681400,20602500,14116850,12.97
2024/04/03,20,2,0,15.4,,3255,3282,0.89,3635,20003350,20694000,14452650,13.09
2024/04/03,21,2,0,16.2,,3309,3302,0.89,3693,19985350,21574950,14504050,13.09
2024/04/03,22,2,0,16.2,,3309,3302,0.89,3693,20114700,21709400,14648300,13.09
2024/04/03,23,2,0,16.1,,3333,3355,0.88,3760,20079500,22057300,14808000,16.92
2024/04/03,24,2,0,16.1,,3333,3355,0.88,3760,19784550,21828450,14550100,17.79
2024/04/03,25,2,0,14.2,rain,3163,3219,0.86,3648,19855150,20850850,14153250,13.09
2024/04/03,26,2,0,14.2,,3163,3219,0.86,3648,19596850,20651250,14032350,12.97
2024/04/03,27,2,0,15.0,,3282,3258,0.88,3718,19098400,21297450,14100100,16.92
2024/04/03,28,2,0,15.0,,3282,3258,0.88,3718,18812650,21444600,13917050,22.35
2024/04/03,29,2,0,15.0,,3319,3218,0.89,3729,18345350,20649050,13642450,16.28
2024/04/03,30,2,0,15.0,,3319,3218,0.89,3729,18076550,19558000,13553000,16.28
2024/04/03,31,2,0,14.2,rain,3318,3260,0.87,3790,18109950,19010150,13198400,14.73
2024/04/03,32,2,0,14.2,,3318,3260,0.87,3790,18190800,19237150,13220300,16.92
2024/04/03,33,2,0,14.2,,3375,3333,0.86,3898,18785750,19893450,14028800,16.19
2024/04/03,34,2,0,14.2,,3375,3333,0.86,3898,18658100,19529300,13846000,16.28
2024/04/03,35,2,0,13.4,,3392,3353,0.84,4022,18948100,19403400,13650700,16.28
2024/04/03,36,2,0,13.4,,3392,3353,0.84,4022,20418150,19661150,13630000,16.28
2024/04/03,37,2,0,13.1,rain,3397,3389,0.82,4137,20281550,19278950,13659400,16.28
2024/04/03,38,2,0,13.1,,3397,3389,0.82,4137,20756050,19223450,13650400,16.28
2024/04/03,39,2,0,13.3,,3303,3306,0.79,4156,20718200,18770500,13393150,16.19
2024/04/03,40,2,0,13.3,,3303,3306,0.79,4156,20820850,18578500,13167450,15.54
2024/04/03,41,2,0,12.8,,3181,3203,0.76,4133,20027150,18263500,12828950,14.21
2024/04/03,42,2,0,12.8,,3181,3203,0.76,4133,19136100,18140350,12724100,12.85
2024/04/03,43,2,0,12.8,rain,3035,3025,0.74,4053,19000850,17715550,12456400,11.93
2024/04/03,44,2,0,12.8,,3035,3025,0.74,4053,19704000,17378400,12319850,10.61
2024/04/03,45,2,0,12.8,,2880,2844,0.73,3902,19731400,16993850,11770050,11.0
2024/04/03,46,2,0,12.8,,2880,2844,0.73,3902,20030100,15955400,11499800,10.02
2024/04/03,47,2,0,12.5,,2704,2676,0.72,3735,19258250,15371500,11287750,10.0
2024/04/03,48,2,0,12.5,,2704,2676,0.72,3735,18906750,13643900,11035400,9.74
2024/04/04,1,3,0,12.4,,2486,2481,0.88,2798,16700000,14801300,10787500,11.23
2024/04/04,2,3,0,12.4,,2486,2481,0.88,2798,17513900,15788200,11576400,10.5
2024/04/04,3,3,0,12.0,,2376,2391,0.86,2751,17759750,16084200,11747950,10.48
2024/04/04,4,3,0,12.0,,2376,2391,0.86,2751,18133200,16260700,11793050,10.4
2024/04/04,5,3,0,11.4,,2372,2380,0.87,2715,18059550,16347950,11889600,10.52
2024/04/04,6,3,0,11.4,,2372,2380,0.87,2715,18209250,16267450,11838950,10.19
2024/04/04,7,3,0,11.5,cloudy,2397,2397,0.88,2700,17799000,16530800,12032050,10.71
2024/04/04,8,3,0,11.5,,2397,2397,0.88,2700,18061850,16493200,12142650,10.65
2024/04/04,9,3,0,11.8,,2417,2437,0.89,2690,17964950,16579850,12150600,11.2
2024/04/04,10,3,0,11.8,,2417,2437,0.89,2690,18011850,16722700,12236150,11.5
2024/04/04,11,3,0,11.9,,2468,2494,0.9,2730,17922650,16813550,12108300,12.75
2024/04/04,12,3,0,11.9,,2468,2494,0.9,2730,18666500,16567500,12014100,11.76
2024/04/04,13,3,0,12.2,cloudy,2583,2644,0.88,2903,19066450,16708150,12197350,12.0
2024/04/04,14,3,0,12.2,,2583,2644,0.88,2903,19146050,17255850,12640650,13.15
2024/04/04,15,3,0,12.6,,2825,2844,0.9,3118,20284850,17405050,12749950,11.56
2024/04/04,16,3,0,12.6,,2825,2844,0.9,3118,21181100,17713650,12967900,10.32
2024/04/04,17,3,0,13.7,,2983,3134,0.87,3409,22605050,18500650,13833750,9.96
2024/04/04,18,3,0,13.7,,2983,3134,0.87,3409,23589100,18591500,14689450,9.54
2024/04/04,19,3,0,14.4,rain,3121,3329,0.85,3636,24603050,19380650,15090000,9.88
2024/04/04,20,3,0,14.4,,3121,3329,0.85,3636,25768600,19429500,15753450,9.33
2024/04/04,21,3,0,15.8,,3245,3243,0.88,3677,26946150,19893050,16082600,8.98
2024/04/04,22,3,0,15.8,,3245,3243,0.88,3677,27989750,20000350,16322550,8.95
2024/04/04,23,3,0,17.3,,3214,3220,0.84,3822,28782250,19752850,16527900,8.89
2024/04/04,24,3,0,17.3,,3214,3220,0.84,3822,29371450,19666300,16740500,8.93
2024/04/04,25,3,0,18.1,cloudy,3036,3118,0.81,3734,29429250,19399350,16974600,8.95
2024/04/04,26,3,0,18.1,,3036,3118,0.81,3734,29175350,19291650,16868000,9.0
2024/04/04,27,3,0,18.5,,3082,3143,0.85,3588,28762550,19793050,16651200,9.2
2024/04/04,28,3,0,18.5,,3082,3143,0.85,3588,27605850,19791350,16165300,9.26
2024/04/04,29,3,0,19.2,,3086,3084,0.86,3568,26493150,19503000,15825100,9.26
2024/04/04,30,3,0,19.2,,3086,3084,0.86,3568,25852450,18531700,15418000,9.09
2024/04/04,31,3,0,18.9,cloudy,3052,3053,0.84,3594,24768250,18270100,14810100,9.23
2024/04/04,32,3,0,18.9,,3052,3053,0.84,3594,23872000,18090150,14141150,9.9
2024/04/04,33,3,0,18.6,,3062,3081,0.83,3668,22775000,18517650,14235150,10.06
2024/04/04,34,3,0,18.6,,3062,3081,0.83,3668,21485900,18408800,13946250,10.53
2024/04/04,35,3,0,17.9,,3105,3073,0.84,3685,21202700,18402450,13943050,12.0
2024/04/04,36,3,0,17.9,,3105,3073,0.84,3685,21731550,18766650,13826000,15.0
2024/04/04,37,3,0,17.1,cloudy,3186,3136,0.82,3841,21427950,18412450,13541900,12.85
2024/04/04,38,3,0,17.1,,3186,3136,0.82,3841,21784850,18245500,13353650,12.75
2024/04/04,39,3,0,16.7,,3117,3122,0.79,3933,21989550,18188300,13226250,12.75
2024/04/04,40,3,0,16.7,,3117,3122,0.79,3933,22376400,17959750,13145250,12.32
2024/04/04,41,3,0,16.5,,3007,3034,0.75,3957,21486750,18081450,12879500,12.46
2024/04/04,42,3,0,16.5,,3007,3034,0.75,3957,20356650,18039100,12823200,12.0
2024/04/04,43,3,0,16.6,cloudy,2869,2864,0.72,3939,20371250,17799500,12596950,12.0
2024/04/04,44,3,0,16.6,,2869,2864,0.72,3939,20412300,17167850,12475500,10.89
2024/04/04,45,3,0,15.8,,2742,2722,0.71,3855,20445950,16908000,11924450,11.86
2024/04/04,46,3,0,15.8,,2742,2722,0.71,3855,20373450,16010100,11655400,10.14
2024/04/04,47,3,0,15.6,,2591,2581,0.68,3788,19920850,15342500,11258600,9.66
2024/04/04,48,3,0,15.6,,2591,2581,0.68,3788,19690250,13877950,10946050,9.5
2024/04/05,1,4,0,14.9,,2413,2411,0.91,2641,18158050,14524750,10784200,10.45
2024/04/05,2,4,0,14.9,,2413,2411,0.91,2641,19099600,15460400,11337700,10.32
2024/04/05,3,4,0,14.9,,2326,2316,0.9,2579,19384600,15587350,11501950,10.02
2024/04/05,4,4,0,14.9,,2326,2316,0.9,2579,19550900,15926300,11577400,10.18
2024/04/05,5,4,0,14.5,,2336,2327,0.91,2553,19825750,16072950,11800700,10.3
2024/04/05,6,4,0,14.5,,2336,2327,0.91,2553,19534300,16298300,11977200,10.5
2024/04/05,7,4,0,13.5,rain,2364,2358,0.92,2564,19580250,16620150,12146800,10.69
2024/04/05,8,4,0,13.5,,2364,2358,0.92,2564,19721650,16892150,12341850,11.2
2024/04/05,9,4,0,13.0,,2396,2399,0.92,2586,19640400,16954300,12368950,11.73
2024/04/05,10,4,0,13.0,,2396,2399,0.92,2586,19493950,17014700,12367950,11.95
2024/04/05,11,4,0,12.5,,2473,2453,0.93,2648,19101850,17267250,12530700,11.67
2024/04/05,12,4,0,12.5,,2473,2453,0.93,2648,19200200,17084450,12251200,11.15
2024/04/05,13,4,0,10.8,rain,2648,2618,0.93,2837,19451550,17361550,12602150,12.0
2024/04/05,14,4,0,10.8,,2648,2618,0.93,2837,19521150,17450950,12640400,11.23
2024/04/05,15,4,0,10.7,,2929,2864,0.93,3119,20334150,17441150,12469800,11.5
2024/04/05,16,4,0,10.7,,2929,2864,0.93,3119,21268650,17290500,12637350,9.87
2024/04/05,17,4,0,10.4,,3279,3221,0.93,3499,22466850,17727100,13566200,10.31
2024/04/05,18,4,0,10.4,,3279,3221,0.93,3499,23107250,18267850,14294200,11.17
2024/04/05,19,4,0,10.3,rain,3523,3484,0.93,3782,23688400,18644150,14729700,9.89
2024/04/05,20,4,0,10.3,,3523,3484,0.93,3782,25138400,18793600,15083550,10.0
2024/04/05,21,4,0,10.2,,3560,3558,0.92,3837,26308800,19838500,15693700,11.3
2024/04/05,22,4,0,10.2,,3560,3558,0.92,3837,27436100,19909800,15740050,11.1
2024/04/05,23,4,0,10.3,,3548,3584,0.91,3880,27940600,20023700,15908500,10.0
2024/04/05,24,4,0,10.3,,3548,3584,0.91,3880,28041150,20039200,15962500,10.1
2024/04/05,25,4,0,9.4,cloudy,3362,3394,0.9,3722,28665250,19295200,15576200,9.91
2024/04/05,26,4,0,9.4,,3362,3394,0.9,3722,28451250,19095800,15434200,9.84
2024/04/05,27,4,0,10.8,,3433,3428,0.91,3750,27703150,19536100,15590550,9.7
2024/04/05,28,4,0,10.8,,3433,3428,0.91,3750,26893550,19602600,15458850,11.23
2024/04/05,29,4,0,11.4,,3435,3391,0.92,3728,25888350,19409000,14970600,11.36
2024/04/05,30,4,0,11.4,,3435,3391,0.92,3728,24688100,18282450,14524000,10.39
2024/04/05,31,4,0,11.7,cloudy,3411,3387,0.9,3765,23923700,18015450,13975500,10.1
2024/04/05,32,4,0,11.7,,3411,3387,0.9,3765,22600250,17851150,13269050,10.14
2024/04/05,33,4,0,11.7,,3460,3446,0.89,3872,21757300,18437650,13558150,11.54
2024/04/05,34,4,0,11.7,,3460,3446,0.89,3872,20439700,18278650,13433550,11.54
2024/04/05,35,4,0,11.8,,3469,3490,0.88,3935,22069600,18501950,13692600,12.0
2024/04/05,36,4,0,11.8,,3469,3490,0.88,3935,21981150,18721950,13860300,13.09
2024/04/05,37,4,0,11.8,cloudy,3485,3535,0.87,3986,21409250,18961800,13726700,13.67
2024/04/05,38,4,0,11.8,,3485,3535,0.87,3986,21494550,19017000,13597800,14.99
2024/04/05,39,4,0,11.4,,3404,3437,0.85,3971,21618350,18852900,13419050,14.0
2024/04/05,40,4,0,11.4,,3404,3437,0.85,3971,21865000,19038250,13392500,13.9
2024/04/05,41,4,0,11.5,,3280,3295,0.82,3975,19745000,18987450,13252550,13.21
2024/04/05,42,4,0,11.5,,3280,3295,0.82,3975,19750200,18875150,13060750,13.09
2024/04/05,43,4,0,10.9,cloudy,3115,3128,0.78,3967,19945700,18756400,12969700,12.85
2024/04/05,44,4,0,10.9,,3115,3128,0.78,3967,19959800,18335550,12590450,12.55
2024/04/05,45,4,0,10.3,,2964,2953,0.73,4018,19742100,18121450,12480650,12.59
2024/04/05,46,4,0,10.3,,2964,2953,0.73,4018,19824950,17025600,11927600,11.0
2024/04/05,47,4,0,10.0,,2787,2773,0.71,3879,19306600,16320150,11358300,10.3
2024/04/05,48,4,0,10.0,,2787,2773,0.71,3879,18559550,14739900,10872250,9.9
2024/04/06,1,5,0,10.5,,2570,2593,0.89,2878,16238050,14135050,10394650,12.27
2024/04/06,2,5,0,10.5,,2570,2593,0.89,2878,17524600,14693600,10620400,10.49
2024/04/06,3,5,0,10.5,,2454,2481,0.88,2762,18026700,15056850,10747150,10.69
2024/04/06,4,5,0,10.5,,2454,2481,0.88,2762,18434450,15473150,10963250,11.37
2024/04/06,5,5,0,10.4,,2421,2445,0.88,2741,18314500,15595750,11087950,11.87
2024/04/06,6,5,0,10.4,,2421,2445,0.88,2741,17912400,15670750,11152550,12.0
2024/04/06,7,5,0,10.3,rain,2434,2443,0.88,2755,18110100,15849950,11234500,12.27
2024/04/06,8,5,0,10.3,,2434,2443,0.88,2755,17909050,15962600,11343000,12.85
2024/04/06,9,5,0,10.3,,2440,2438,0.89,2741,17904800,15897000,11422950,12.85
2024/04/06,10,5,0,10.3,,2440,2438,0.89,2741,17979400,15810100,11387000,12.85
2024/04/06,11,5,0,10.4,,2472,2443,0.9,2725,18200100,15622350,11270400,12.85
2024/04/06,12,5,0,10.4,,2472,2443,0.9,2725,18678700,15617550,11362550,12.63
2024/04/06,13,5,0,10.4,cloudy,2532,2497,0.9,2785,20047600,15889700,11547550,12.03
2024/04/06,14,5,0,10.4,,2532,2497,0.9,2785,21512650,15293650,11413050,10.37
2024/04/06,15,5,0,9.0,,2668,2719,0.88,3021,23331350,14412950,11510500,9.57
2024/04/06,16,5,0,9.0,,2668,2719,0.88,3021,24767900,14344850,12091050,9.47
2024/04/06,17,5,0,9.8,,2867,2983,0.86,3304,26628500,15904550,12526000,9.31
2024/04/06,18,5,0,9.8,,2867,2983,0.86,3304,27319000,16654850,13335700,9.37
2024/04/06,19,5,0,11.1,cloudy,2955,3093,0.85,3462,27669750,17046550,14052300,9.57
2024/04/06,20,5,0,11.1,,2955,3093,0.85,3462,29060350,17012150,14459700,9.52
2024/04/06,21,5,0,12.9,,2921,3070,0.83,3487,30115500,16709650,14582350,9.4
2024/04/06,22,5,0,12.9,,2921,3070,0.83,3487,30722600,16602000,14723550,9.51
2024/04/06,23,5,0,13.4,,2896,2965,0.84,3421,31020750,16570450,14806500,9.4
2024/04/06,24,5,0,13.4,,2896,2965,0.84,3421,31169950,16527150,14688900,9.51
2024/04/06,25,5,0,13.9,cloudy,2815,2836,0.84,3335,31477900,16190950,14367050,9.51
2024/04/06,26,5,0,13.9,,2815,2836,0.84,3335,31311850,16023900,14233850,9.51
2024/04/06,27,5,0,14.3,,2776,2790,0.84,3293,30867700,16233400,14282800,9.51
2024/04/06,28,5,0,14.3,,2776,2790,0.84,3293,30249600,16278950,14272850,9.31
2024/04/06,29,5,0,15.0,,2751,2727,0.84,3239,29421450,16358400,13952400,9.31
2024/04/06,30,5,0,15.0,,2751,2727,0.84,3239,28288800,16215850,13480100,9.24
2024/04/06,31,5,0,15.6,cloudy,2729,2725,0.83,3280,27431200,16011000,12889700,9.17
2024/04/06,32,5,0,15.6,,2729,2725,0.83,3280,26443300,16391250,12404300,9.73
2024/04/06,33,5,0,14.8,,2763,2787,0.82,3359,25648900,16341600,12567450,9.68
2024/04/06,34,5,0,14.8,,2763,2787,0.82,3359,23014300,16649800,12479900,10.53
2024/04/06,35,5,0,14.6,,2863,2838,0.82,3469,21514800,16216900,12042000,10.63
2024/04/06,36,5,0,14.6,,2863,2838,0.82,3469,20842150,16586050,12028200,11.95
2024/04/06,37,5,0,14.1,cloudy,3006,2969,0.81,3688,22226050,17217650,12388100,12.85
2024/04/06,38,5,0,14.1,,3006,2969,0.81,3688,22507750,17228500,12495400,13.47
2024/04/06,39,5,0,14.3,,2979,2934,0.8,3713,22655350,17143950,12234300,12.65
2024/04/06,40,5,0,14.3,,2979,2934,0.8,3713,22190150,16932400,12244450,12.55
2024/04/06,41,5,0,14.3,,2887,2893,0.76,3776,21026150,16661650,11950800,12.0
2024/04/06,42,5,0,14.3,,2887,2893,0.76,3776,21037850,16342850,11728100,11.58
2024/04/06,43,5,0,14.1,cloudy,2757,2760,0.75,3663,20912950,16117850,11476750,11.33
2024/04/06,44,5,0,14.1,,2757,2760,0.75,3663,21263200,15764400,11383150,10.44
2024/04/06,45,5,0,13.8,,2620,2620,0.69,3743,21351600,15158050,10832250,10.49
2024/04/06,46,5,0,13.8,,2620,2620,0.69,3743,21537800,14790800,10663200,10.19
2024/04/06,47,5,0,13.8,,2501,2493,0.69,3599,20584650,14587200,10380450,10.22
2024/04/06,48,5,0,13.8,,2501,2493,0.69,3599,19937050,13599400,10304800,9.64
2024/04/07,1,6,0,13.8,,2338,2329,0.9,2595,18088350,14113200,10488300,13.53
2024/04/07,2,6,0,13.8,,2338,2329,0.9,2595,19377100,14188000,10544200,12.45
2024/04/07,3,6,0,13.6,,2248,2251,0.89,2508,19951900,14204850,10528050,12.23
